datetime,CZCE.UR005.open,CZCE.UR005.high,CZCE.UR005.low,CZCE.UR005.close,CZCE.UR005.volume,CZCE.UR005.open_oi,CZCE.UR005.close_oi
2019-12-09 09:00:00.000000000,1749.0,1750.0,1746.0,1746.0,539,24188,24120
2019-12-09 09:01:00.000000000,1746.0,1747.0,1746.0,1746.0,157,24120,24028
2019-12-09 09:02:00.000000000,1746.0,1749.0,1746.0,1748.0,185,24028,23946
2019-12-09 09:03:00.000000000,1748.0,1751.0,1747.0,1751.0,568,23946,23641
2019-12-09 09:04:00.000000000,1751.0,1753.0,1750.0,1752.0,226,23641,23668
2019-12-09 09:05:00.000000000,1752.0,1752.0,1751.0,1751.0,164,23668,23639
2019-12-09 09:06:00.000000000,1751.0,1753.0,1751.0,1751.0,196,23639,23583
2019-12-09 09:07:00.000000000,1751.0,1760.0,1751.0,1758.0,469,23583,23561
2019-12-09 09:08:00.000000000,1758.0,1760.0,1757.0,1758.0,384,23561,23613
2019-12-09 09:09:00.000000000,1758.0,1758.0,1753.0,1754.0,270,23613,23679
2019-12-09 09:10:00.000000000,1754.0,1754.0,1748.0,1750.0,261,23679,23627
2019-12-09 09:11:00.000000000,1750.0,1753.0,1749.0,1752.0,98,23627,23606
2019-12-09 09:12:00.000000000,1752.0,1754.0,1752.0,1754.0,50,23606,23577
2019-12-09 09:13:00.000000000,1754.0,1754.0,1752.0,1752.0,48,23577,23578
2019-12-09 09:14:00.000000000,1752.0,1754.0,1752.0,1753.0,69,23578,23567
2019-12-09 09:15:00.000000000,1753.0,1754.0,1749.0,1751.0,148,23567,23569
2019-12-09 09:16:00.000000000,1751.0,1752.0,1751.0,1752.0,38,23569,23580
2019-12-09 09:17:00.000000000,1752.0,1752.0,1751.0,1751.0,66,23580,23613
2019-12-09 09:18:00.000000000,1751.0,1752.0,1751.0,1751.0,2,23613,23613
2019-12-09 09:19:00.000000000,1751.0,1751.0,1751.0,1751.0,35,23613,23623
2019-12-09 09:20:00.000000000,1751.0,1751.0,1750.0,1750.0,9,23623,23628
2019-12-09 09:21:00.000000000,1750.0,1751.0,1750.0,1750.0,122,23628,23698
2019-12-09 09:22:00.000000000,1750.0,1752.0,1750.0,1752.0,52,23698,23692
2019-12-09 09:23:00.000000000,1752.0,1752.0,1751.0,1751.0,38,23692,23691
2019-12-09 09:24:00.000000000,1751.0,1752.0,1749.0,1749.0,137,23691,23767
2019-12-09 09:25:00.000000000,1749.0,1749.0,1749.0,1749.0,42,23767,23799
2019-12-09 09:26:00.000000000,1749.0,1752.0,1749.0,1752.0,76,23799,23798
2019-12-09 09:27:00.000000000,1752.0,1753.0,1751.0,1752.0,15,23798,23805
2019-12-09 09:28:00.000000000,1752.0,1753.0,1752.0,1753.0,24,23805,23796
2019-12-09 09:29:00.000000000,1753.0,1753.0,1751.0,1753.0,15,23796,23786
2019-12-09 09:30:00.000000000,1753.0,1753.0,1752.0,1753.0,15,23786,23777
2019-12-09 09:31:00.000000000,1753.0,1753.0,1751.0,1753.0,50,23777,23799
2019-12-09 09:32:00.000000000,1753.0,1753.0,1752.0,1752.0,26,23799,23795
2019-12-09 09:33:00.000000000,1752.0,1753.0,1750.0,1751.0,30,23795,23806
2019-12-09 09:34:00.000000000,1751.0,1751.0,1750.0,1751.0,16,23806,23815
2019-12-09 09:35:00.000000000,1751.0,1752.0,1750.0,1750.0,6,23815,23817
2019-12-09 09:36:00.000000000,1750.0,1751.0,1749.0,1749.0,51,23817,23849
2019-12-09 09:37:00.000000000,1749.0,1749.0,1748.0,1749.0,46,23849,23863
2019-12-09 09:38:00.000000000,1749.0,1749.0,1747.0,1747.0,139,23863,23983
2019-12-09 09:39:00.000000000,1747.0,1747.0,1745.0,1746.0,125,23983,23992
2019-12-09 09:40:00.000000000,1746.0,1747.0,1745.0,1746.0,43,23992,23994
2019-12-09 09:41:00.000000000,1746.0,1747.0,1745.0,1747.0,103,23994,24060
2019-12-09 09:42:00.000000000,1747.0,1747.0,1746.0,1747.0,16,24060,24074
2019-12-09 09:43:00.000000000,1747.0,1747.0,1747.0,1747.0,4,24074,24075
2019-12-09 09:44:00.000000000,1747.0,1747.0,1746.0,1747.0,48,24075,24060
2019-12-09 09:45:00.000000000,1747.0,1748.0,1747.0,1747.0,28,24060,24061
2019-12-09 09:46:00.000000000,1747.0,1748.0,1747.0,1748.0,62,24061,24023
2019-12-09 09:47:00.000000000,1748.0,1748.0,1747.0,1747.0,41,24023,24047
2019-12-09 09:48:00.000000000,1747.0,1748.0,1747.0,1747.0,59,24047,24057
2019-12-09 09:49:00.000000000,1747.0,1748.0,1747.0,1748.0,35,24057,24038
2019-12-09 09:50:00.000000000,1748.0,1749.0,1748.0,1749.0,50,24038,24040
2019-12-09 09:51:00.000000000,1749.0,1750.0,1749.0,1749.0,53,24040,24073
2019-12-09 09:52:00.000000000,1749.0,1750.0,1749.0,1749.0,36,24073,24100
2019-12-09 09:53:00.000000000,1749.0,1749.0,1748.0,1749.0,7,24100,24104
2019-12-09 09:54:00.000000000,1749.0,1749.0,1748.0,1749.0,41,24104,24089
2019-12-09 09:55:00.000000000,1749.0,1749.0,1748.0,1749.0,11,24089,24090
2019-12-09 09:56:00.000000000,1749.0,1749.0,1748.0,1748.0,1,24090,24090
2019-12-09 09:57:00.000000000,1748.0,1749.0,1748.0,1749.0,4,24090,24092
2019-12-09 09:58:00.000000000,1749.0,1749.0,1748.0,1749.0,77,24092,24165
2019-12-09 09:59:00.000000000,1749.0,1750.0,1749.0,1750.0,11,24165,24170
2019-12-09 10:00:00.000000000,1750.0,1750.0,1749.0,1750.0,13,24170,24173
2019-12-09 10:01:00.000000000,1750.0,1750.0,1749.0,1749.0,5,24173,24177
2019-12-09 10:02:00.000000000,1749.0,1749.0,1748.0,1749.0,6,24177,24178
2019-12-09 10:03:00.000000000,1749.0,1749.0,1749.0,1749.0,13,24178,24183
2019-12-09 10:04:00.000000000,1749.0,1750.0,1749.0,1750.0,4,24183,24184
2019-12-09 10:05:00.000000000,1750.0,1750.0,1750.0,1750.0,16,24184,24197
2019-12-09 10:06:00.000000000,1750.0,1750.0,1749.0,1750.0,7,24197,24201
2019-12-09 10:07:00.000000000,1750.0,1750.0,1749.0,1750.0,57,24201,24189
2019-12-09 10:08:00.000000000,1750.0,1751.0,1750.0,1750.0,86,24189,24151
2019-12-09 10:09:00.000000000,1750.0,1751.0,1750.0,1750.0,109,24151,24056
2019-12-09 10:10:00.000000000,1750.0,1750.0,1750.0,1750.0,19,24056,24054
2019-12-09 10:11:00.000000000,1750.0,1751.0,1750.0,1751.0,187,24054,23879
2019-12-09 10:12:00.000000000,1751.0,1751.0,1750.0,1751.0,27,23879,23872
2019-12-09 10:13:00.000000000,1751.0,1751.0,1750.0,1750.0,24,23872,23863
2019-12-09 10:14:00.000000000,1750.0,1751.0,1750.0,1750.0,14,23863,23859
2019-12-09 10:30:00.000000000,1750.0,1751.0,1750.0,1750.0,29,23859,23857
2019-12-09 10:31:00.000000000,1750.0,1751.0,1750.0,1750.0,50,23857,23861
2019-12-09 10:32:00.000000000,1750.0,1750.0,1750.0,1750.0,8,23861,23853
2019-12-09 10:33:00.000000000,1750.0,1751.0,1750.0,1750.0,14,23853,23841
2019-12-09 10:34:00.000000000,1750.0,1750.0,1749.0,1750.0,23,23841,23847
2019-12-09 10:35:00.000000000,1750.0,1750.0,1749.0,1749.0,27,23847,23822
2019-12-09 10:36:00.000000000,1749.0,1750.0,1749.0,1749.0,4,23822,23822
2019-12-09 10:37:00.000000000,1749.0,1750.0,1749.0,1750.0,14,23822,23819
2019-12-09 10:38:00.000000000,1750.0,1750.0,1749.0,1749.0,3,23819,23816
2019-12-09 10:39:00.000000000,1749.0,1749.0,1749.0,1749.0,5,23816,23811
2019-12-09 10:40:00.000000000,1749.0,1749.0,1749.0,1749.0,1,23811,23810
2019-12-09 10:41:00.000000000,1749.0,1749.0,1749.0,1749.0,0,23810,23810
2019-12-09 10:42:00.000000000,1749.0,1750.0,1749.0,1750.0,9,23810,23809
2019-12-09 10:43:00.000000000,1750.0,1750.0,1749.0,1749.0,10,23809,23810
2019-12-09 10:44:00.000000000,1749.0,1750.0,1749.0,1749.0,63,23810,23825
2019-12-09 10:45:00.000000000,1749.0,1750.0,1749.0,1750.0,50,23825,23851
2019-12-09 10:46:00.000000000,1750.0,1750.0,1749.0,1749.0,29,23851,23857
2019-12-09 10:47:00.000000000,1749.0,1749.0,1748.0,1748.0,4,23857,23859
2019-12-09 10:48:00.000000000,1748.0,1749.0,1748.0,1749.0,18,23859,23854
2019-12-09 10:49:00.000000000,1749.0,1749.0,1748.0,1749.0,3,23854,23853
2019-12-09 10:50:00.000000000,1749.0,1749.0,1749.0,1749.0,10,23853,23858
2019-12-09 10:51:00.000000000,1749.0,1749.0,1747.0,1748.0,91,23858,23934
2019-12-09 10:52:00.000000000,1748.0,1748.0,1747.0,1748.0,17,23934,23923
2019-12-09 10:53:00.000000000,1748.0,1749.0,1748.0,1749.0,4,23923,23922
2019-12-09 10:54:00.000000000,1749.0,1749.0,1748.0,1748.0,20,23922,23914
2019-12-09 10:55:00.000000000,1748.0,1749.0,1747.0,1749.0,27,23914,23914
2019-12-09 10:56:00.000000000,1749.0,1749.0,1747.0,1747.0,7,23914,23915
2019-12-09 10:57:00.000000000,1747.0,1749.0,1747.0,1748.0,54,23915,23922
2019-12-09 10:58:00.000000000,1748.0,1749.0,1748.0,1749.0,18,23922,23919
2019-12-09 10:59:00.000000000,1749.0,1750.0,1748.0,1750.0,22,23919,23909
2019-12-09 11:00:00.000000000,1750.0,1750.0,1750.0,1750.0,28,23909,23924
2019-12-09 11:01:00.000000000,1750.0,1750.0,1748.0,1749.0,28,23924,23920
2019-12-09 11:02:00.000000000,1749.0,1750.0,1749.0,1750.0,13,23920,23929
2019-12-09 11:03:00.000000000,1750.0,1751.0,1749.0,1750.0,44,23929,23921
2019-12-09 11:04:00.000000000,1750.0,1753.0,1750.0,1751.0,154,23921,23980
2019-12-09 11:05:00.000000000,1751.0,1753.0,1751.0,1753.0,34,23980,23975
2019-12-09 11:06:00.000000000,1753.0,1759.0,1752.0,1759.0,677,23975,24360
2019-12-09 11:07:00.000000000,1759.0,1760.0,1755.0,1755.0,451,24360,24581
2019-12-09 11:08:00.000000000,1755.0,1758.0,1755.0,1756.0,68,24581,24583
2019-12-09 11:09:00.000000000,1756.0,1757.0,1755.0,1756.0,44,24583,24577
2019-12-09 11:10:00.000000000,1756.0,1757.0,1753.0,1753.0,192,24577,24566
2019-12-09 11:11:00.000000000,1753.0,1754.0,1752.0,1753.0,41,24566,24570
2019-12-09 11:12:00.000000000,1753.0,1753.0,1751.0,1752.0,74,24570,24587
2019-12-09 11:13:00.000000000,1752.0,1752.0,1751.0,1751.0,46,24587,24574
2019-12-09 11:14:00.000000000,1751.0,1751.0,1749.0,1750.0,109,24574,24533
2019-12-09 11:15:00.000000000,1750.0,1751.0,1750.0,1751.0,74,24533,24511
2019-12-09 11:16:00.000000000,1751.0,1752.0,1751.0,1752.0,3,24511,24512
2019-12-09 11:17:00.000000000,1752.0,1752.0,1751.0,1752.0,8,24512,24512
2019-12-09 11:18:00.000000000,1752.0,1752.0,1751.0,1751.0,36,24512,24528
2019-12-09 11:19:00.000000000,1751.0,1752.0,1749.0,1750.0,44,24528,24527
2019-12-09 11:20:00.000000000,1750.0,1751.0,1749.0,1750.0,22,24527,24521
2019-12-09 11:21:00.000000000,1750.0,1750.0,1748.0,1748.0,186,24521,24430
2019-12-09 11:22:00.000000000,1748.0,1750.0,1742.0,1745.0,600,24430,24447
2019-12-09 11:23:00.000000000,1745.0,1747.0,1742.0,1744.0,292,24447,24398
2019-12-09 11:24:00.000000000,1744.0,1746.0,1743.0,1745.0,90,24398,24338
2019-12-09 11:25:00.000000000,1745.0,1746.0,1745.0,1746.0,111,24338,24249
2019-12-09 11:26:00.000000000,1746.0,1747.0,1745.0,1746.0,13,24249,24249
2019-12-09 11:27:00.000000000,1746.0,1746.0,1743.0,1745.0,100,24249,24238
2019-12-09 11:28:00.000000000,1745.0,1747.0,1745.0,1747.0,25,24238,24222
2019-12-09 11:29:00.000000000,1747.0,1748.0,1746.0,1748.0,60,24222,24239
2019-12-09 13:30:00.000000000,1748.0,1748.0,1747.0,1748.0,48,24239,24260
2019-12-09 13:31:00.000000000,1748.0,1749.0,1748.0,1749.0,2,24260,24259
2019-12-09 13:32:00.000000000,1749.0,1750.0,1749.0,1750.0,45,24259,24248
2019-12-09 13:33:00.000000000,1750.0,1750.0,1748.0,1749.0,52,24248,24212
2019-12-09 13:34:00.000000000,1749.0,1749.0,1749.0,1749.0,5,24212,24213
2019-12-09 13:35:00.000000000,1749.0,1749.0,1749.0,1749.0,66,24213,24164
2019-12-09 13:36:00.000000000,1749.0,1750.0,1749.0,1750.0,12,24164,24166
2019-12-09 13:37:00.000000000,1750.0,1750.0,1749.0,1750.0,97,24166,24185
2019-12-09 13:38:00.000000000,1750.0,1750.0,1750.0,1750.0,21,24185,24177
2019-12-09 13:39:00.000000000,1750.0,1751.0,1749.0,1749.0,12,24177,24178
2019-12-09 13:40:00.000000000,1749.0,1750.0,1749.0,1750.0,35,24178,24178
2019-12-09 13:41:00.000000000,1750.0,1750.0,1750.0,1750.0,2,24178,24180
2019-12-09 13:42:00.000000000,1750.0,1750.0,1750.0,1750.0,4,24180,24184
2019-12-09 13:43:00.000000000,1750.0,1750.0,1749.0,1749.0,14,24184,24185
2019-12-09 13:44:00.000000000,1749.0,1749.0,1748.0,1748.0,16,24185,24185
2019-12-09 13:45:00.000000000,1748.0,1749.0,1747.0,1747.0,62,24185,24161
2019-12-09 13:46:00.000000000,1747.0,1748.0,1747.0,1748.0,16,24161,24168
2019-12-09 13:47:00.000000000,1748.0,1748.0,1747.0,1747.0,24,24168,24164
2019-12-09 13:48:00.000000000,1747.0,1747.0,1746.0,1746.0,29,24164,24150
2019-12-09 13:49:00.000000000,1746.0,1746.0,1745.0,1746.0,67,24150,24137
2019-12-09 13:50:00.000000000,1746.0,1747.0,1745.0,1747.0,44,24137,24167
2019-12-09 13:51:00.000000000,1747.0,1747.0,1747.0,1747.0,5,24167,24168
2019-12-09 13:52:00.000000000,1747.0,1747.0,1747.0,1747.0,11,24168,24173
2019-12-09 13:53:00.000000000,1747.0,1748.0,1747.0,1747.0,9,24173,24172
2019-12-09 13:54:00.000000000,1747.0,1748.0,1747.0,1748.0,10,24172,24174
2019-12-09 13:55:00.000000000,1748.0,1749.0,1748.0,1749.0,12,24174,24175
2019-12-09 13:56:00.000000000,1749.0,1749.0,1748.0,1748.0,1,24175,24175
2019-12-09 13:57:00.000000000,1748.0,1749.0,1748.0,1749.0,26,24175,24167
2019-12-09 13:58:00.000000000,1749.0,1749.0,1749.0,1749.0,18,24167,24163
2019-12-09 13:59:00.000000000,1749.0,1750.0,1749.0,1750.0,39,24163,24179
2019-12-09 14:00:00.000000000,1750.0,1750.0,1749.0,1749.0,5,24179,24181
2019-12-09 14:01:00.000000000,1749.0,1749.0,1749.0,1749.0,2,24181,24181
2019-12-09 14:02:00.000000000,1749.0,1749.0,1749.0,1749.0,14,24181,24177
2019-12-09 14:03:00.000000000,1749.0,1749.0,1747.0,1749.0,20,24177,24177
2019-12-09 14:04:00.000000000,1749.0,1749.0,1747.0,1747.0,10,24177,24175
2019-12-09 14:05:00.000000000,1747.0,1748.0,1747.0,1748.0,7,24175,24170
2019-12-09 14:06:00.000000000,1748.0,1749.0,1748.0,1748.0,5,24170,24169
2019-12-09 14:07:00.000000000,1748.0,1749.0,1748.0,1749.0,21,24169,24150
2019-12-09 14:08:00.000000000,1749.0,1750.0,1749.0,1749.0,18,24150,24161
2019-12-09 14:09:00.000000000,1749.0,1750.0,1748.0,1749.0,92,24161,24072
2019-12-09 14:10:00.000000000,1749.0,1749.0,1748.0,1748.0,5,24072,24072
2019-12-09 14:11:00.000000000,1748.0,1749.0,1748.0,1749.0,23,24072,24082
2019-12-09 14:12:00.000000000,1749.0,1749.0,1749.0,1749.0,1,24082,24082
2019-12-09 14:13:00.000000000,1749.0,1749.0,1747.0,1747.0,5,24082,24082
2019-12-09 14:14:00.000000000,1747.0,1748.0,1747.0,1748.0,3,24082,24084
2019-12-09 14:15:00.000000000,1748.0,1748.0,1747.0,1748.0,6,24084,24083
2019-12-09 14:16:00.000000000,1748.0,1748.0,1748.0,1748.0,0,24083,24083
2019-12-09 14:17:00.000000000,1748.0,1748.0,1748.0,1748.0,3,24083,24083
2019-12-09 14:18:00.000000000,1748.0,1748.0,1748.0,1748.0,5,24083,24083
2019-12-09 14:19:00.000000000,1748.0,1749.0,1748.0,1749.0,2,24083,24083
2019-12-09 14:20:00.000000000,1749.0,1749.0,1748.0,1748.0,6,24083,24085
2019-12-09 14:21:00.000000000,1748.0,1749.0,1748.0,1749.0,12,24085,24084
2019-12-09 14:22:00.000000000,1749.0,1749.0,1749.0,1749.0,1,24084,24084
2019-12-09 14:23:00.000000000,1749.0,1749.0,1749.0,1749.0,1,24084,24085
2019-12-09 14:24:00.000000000,1749.0,1749.0,1748.0,1748.0,1,24085,24084
2019-12-09 14:25:00.000000000,1748.0,1750.0,1748.0,1750.0,48,24084,24067
2019-12-09 14:26:00.000000000,1750.0,1751.0,1750.0,1750.0,16,24067,24059
2019-12-09 14:27:00.000000000,1750.0,1751.0,1750.0,1751.0,13,24059,24069
2019-12-09 14:28:00.000000000,1751.0,1751.0,1749.0,1749.0,34,24069,24099
2019-12-09 14:29:00.000000000,1749.0,1749.0,1745.0,1745.0,145,24099,24168
2019-12-09 14:30:00.000000000,1745.0,1747.0,1745.0,1747.0,29,24168,24185
2019-12-09 14:31:00.000000000,1747.0,1747.0,1747.0,1747.0,3,24185,24186
2019-12-09 14:32:00.000000000,1747.0,1748.0,1747.0,1748.0,17,24186,24187
2019-12-09 14:33:00.000000000,1748.0,1748.0,1747.0,1747.0,17,24187,24187
2019-12-09 14:34:00.000000000,1747.0,1748.0,1747.0,1747.0,24,24187,24189
2019-12-09 14:35:00.000000000,1747.0,1747.0,1747.0,1747.0,0,24189,24189
2019-12-09 14:36:00.000000000,1747.0,1748.0,1747.0,1747.0,4,24189,24192
2019-12-09 14:37:00.000000000,1747.0,1747.0,1747.0,1747.0,14,24192,24185
2019-12-09 14:38:00.000000000,1747.0,1748.0,1746.0,1746.0,113,24185,24177
2019-12-09 14:39:00.000000000,1746.0,1747.0,1746.0,1747.0,8,24177,24178
2019-12-09 14:40:00.000000000,1747.0,1747.0,1746.0,1746.0,37,24178,24203
2019-12-09 14:41:00.000000000,1746.0,1748.0,1745.0,1748.0,52,24203,24223
2019-12-09 14:42:00.000000000,1748.0,1748.0,1747.0,1747.0,3,24223,24225
