datetime,CZCE.FG001.open,CZCE.FG001.high,CZCE.FG001.low,CZCE.FG001.close,CZCE.FG001.volume,CZCE.FG001.open_oi,CZCE.FG001.close_oi
2019-08-15 09:00:00.000000000,1416.0,1417.0,1414.0,1416.0,2632,314340,314410
2019-08-15 09:01:00.000000000,1416.0,1416.0,1413.0,1413.0,3582,314410,313674
2019-08-15 09:02:00.000000000,1413.0,1414.0,1413.0,1413.0,1098,313674,313738
2019-08-15 09:03:00.000000000,1413.0,1415.0,1413.0,1414.0,1812,313738,314010
2019-08-15 09:04:00.000000000,1414.0,1415.0,1414.0,1415.0,104,314010,314036
2019-08-15 09:05:00.000000000,1415.0,1416.0,1414.0,1415.0,674,314036,314300
2019-08-15 09:06:00.000000000,1415.0,1416.0,1415.0,1416.0,354,314300,314502
2019-08-15 09:07:00.000000000,1416.0,1416.0,1415.0,1415.0,654,314502,314554
2019-08-15 09:08:00.000000000,1415.0,1415.0,1414.0,1414.0,92,314554,314598
2019-08-15 09:09:00.000000000,1414.0,1415.0,1413.0,1414.0,1078,314598,314586
2019-08-15 09:10:00.000000000,1414.0,1414.0,1413.0,1413.0,146,314586,314618
2019-08-15 09:11:00.000000000,1413.0,1414.0,1413.0,1414.0,274,314618,314682
2019-08-15 09:12:00.000000000,1414.0,1414.0,1413.0,1414.0,302,314682,314704
2019-08-15 09:13:00.000000000,1414.0,1414.0,1413.0,1414.0,380,314704,314750
2019-08-15 09:14:00.000000000,1414.0,1415.0,1413.0,1415.0,1356,314750,315132
2019-08-15 09:15:00.000000000,1415.0,1417.0,1415.0,1417.0,1616,315132,315268
2019-08-15 09:16:00.000000000,1417.0,1418.0,1417.0,1417.0,904,315268,315484
2019-08-15 09:17:00.000000000,1417.0,1418.0,1417.0,1418.0,312,315484,315632
2019-08-15 09:18:00.000000000,1418.0,1418.0,1417.0,1418.0,490,315632,315890
2019-08-15 09:19:00.000000000,1418.0,1418.0,1417.0,1418.0,276,315890,315980
2019-08-15 09:20:00.000000000,1418.0,1418.0,1417.0,1418.0,318,315980,316158
2019-08-15 09:21:00.000000000,1418.0,1418.0,1417.0,1417.0,180,316158,316222
2019-08-15 09:22:00.000000000,1417.0,1418.0,1417.0,1417.0,498,316222,316226
2019-08-15 09:23:00.000000000,1417.0,1418.0,1417.0,1417.0,236,316226,316214
2019-08-15 09:24:00.000000000,1417.0,1418.0,1417.0,1417.0,594,316214,316410
2019-08-15 09:25:00.000000000,1417.0,1418.0,1416.0,1417.0,814,316410,316460
2019-08-15 09:26:00.000000000,1417.0,1418.0,1417.0,1417.0,402,316460,316476
2019-08-15 09:27:00.000000000,1417.0,1418.0,1417.0,1418.0,282,316476,316490
2019-08-15 09:28:00.000000000,1418.0,1418.0,1417.0,1418.0,370,316490,316446
2019-08-15 09:29:00.000000000,1418.0,1418.0,1417.0,1417.0,252,316446,316520
2019-08-15 09:30:00.000000000,1417.0,1418.0,1415.0,1416.0,1434,316520,316732
2019-08-15 09:31:00.000000000,1416.0,1416.0,1415.0,1415.0,230,316732,316694
2019-08-15 09:32:00.000000000,1415.0,1416.0,1415.0,1415.0,996,316694,316702
2019-08-15 09:33:00.000000000,1415.0,1416.0,1414.0,1414.0,664,316702,316678
2019-08-15 09:34:00.000000000,1414.0,1415.0,1414.0,1415.0,264,316678,316682
